#Spin code
#Is hermitian: 1
1   1 1000
2   2 1000
3   3 1000
4   4 1000
5   5 1000
6   6 1000
7   7 1000
8   8 1000
9   9 1000
10   10 1000
11   11 1000
12   12 1000
13   13 1000
14   14 1000
15   15 1000
16   16 1000

17   1 1100
18   2 1100
19   3 1100
20   4 1100
21   5 1100
22   6 1100
23   7 1100
24   8 1100
25   9 1100
26   10 1100
27   11 1100
28   12 1100
29   13 1100
30   14 1100
31   15 1100
32   16 1100

33   1 2100
34   2 2100
35   3 2100
36   4 2100
37   5 2100
38   6 2100
39   7 2100
40   8 2100
41   9 2100
42   10 2100
43   11 2100
44   12 2100
45   13 2100
46   14 2100
47   15 2100
48   16 2100

49   1 1200
50   2 1200
51   3 1200
52   4 1200
53   5 1200
54   6 1200
55   7 1200
56   8 1200
57   9 1200
58   10 1200
59   11 1200
60   12 1200
61   13 1200
62   14 1200
63   15 1200
64   16 1200

65   1 1010
66   2 1010
67   3 1010
68   4 1010
69   5 1010
70   6 1010
71   7 1010
72   8 1010
73   9 1010
74   10 1010
75   11 1010
76   12 1010
77   13 1010
78   14 1010
79   15 1010
80   16 1010

81   1 2010
82   2 2010
83   3 2010
84   4 2010
85   5 2010
86   6 2010
87   7 2010
88   8 2010
89   9 2010
90   10 2010
91   11 2010
92   12 2010
93   13 2010
94   14 2010
95   15 2010
96   16 2010

97   1 1110
98   2 1110
99   3 1110
100   4 1110
101   5 1110
102   6 1110
103   7 1110
104   8 1110
105   9 1110
106   10 1110
107   11 1110
108   12 1110
109   13 1110
110   14 1110
111   15 1110
112   16 1110

113   1 2110
114   2 2110
115   3 2110
116   4 2110
117   5 2110
118   6 2110
119   7 2110
120   8 2110
121   9 2110
122   10 2110
123   11 2110
124   12 2110
125   13 2110
126   14 2110
127   15 2110
128   16 2110

129   1 3110
130   2 3110
131   3 3110
132   4 3110
133   5 3110
134   6 3110
135   7 3110
136   8 3110
137   9 3110
138   10 3110
139   11 3110
140   12 3110
141   13 3110
142   14 3110
143   15 3110
144   16 3110

145   1 1210
146   2 1210
147   3 1210
148   4 1210
149   5 1210
150   6 1210
151   7 1210
152   8 1210
153   9 1210
154   10 1210
155   11 1210
156   12 1210
157   13 1210
158   14 1210
159   15 1210
160   16 1210

161   1 2210
162   2 2210
163   3 2210
164   4 2210
165   5 2210
166   6 2210
167   7 2210
168   8 2210
169   9 2210
170   10 2210
171   11 2210
172   12 2210
173   13 2210
174   14 2210
175   15 2210
176   16 2210

177   1 1310
178   2 1310
179   3 1310
180   4 1310
181   5 1310
182   6 1310
183   7 1310
184   8 1310
185   9 1310
186   10 1310
187   11 1310
188   12 1310
189   13 1310
190   14 1310
191   15 1310
192   16 1310

193   1 3310
194   2 3310
195   3 3310
196   4 3310
197   5 3310
198   6 3310
199   7 3310
200   8 3310
201   9 3310
202   10 3310
203   11 3310
204   12 3310
205   13 3310
206   14 3310
207   15 3310
208   16 3310

209   1 1020
210   2 1020
211   3 1020
212   4 1020
213   5 1020
214   6 1020
215   7 1020
216   8 1020
217   9 1020
218   10 1020
219   11 1020
220   12 1020
221   13 1020
222   14 1020
223   15 1020
224   16 1020

225   1 1120
226   2 1120
227   3 1120
228   4 1120
229   5 1120
230   6 1120
231   7 1120
232   8 1120
233   9 1120
234   10 1120
235   11 1120
236   12 1120
237   13 1120
238   14 1120
239   15 1120
240   16 1120

241   1 2120
242   2 2120
243   3 2120
244   4 2120
245   5 2120
246   6 2120
247   7 2120
248   8 2120
249   9 2120
250   10 2120
251   11 2120
252   12 2120
253   13 2120
254   14 2120
255   15 2120
256   16 2120

257   1 1220
258   2 1220
259   3 1220
260   4 1220
261   5 1220
262   6 1220
263   7 1220
264   8 1220
265   9 1220
266   10 1220
267   11 1220
268   12 1220
269   13 1220
270   14 1220
271   15 1220
272   16 1220

273   1 1001
274   2 1001
275   3 1001
276   4 1001
277   5 1001
278   6 1001
279   7 1001
280   8 1001
281   9 1001
282   10 1001
283   11 1001
284   12 1001
285   13 1001
286   14 1001
287   15 1001
288   16 1001

289   1 2001
290   2 2001
291   3 2001
292   4 2001
293   5 2001
294   6 2001
295   7 2001
296   8 2001
297   9 2001
298   10 2001
299   11 2001
300   12 2001
301   13 2001
302   14 2001
303   15 2001
304   16 2001

