Spin code
#Is hermitian: 1
1   1 100
2   2 100
3   3 100
4   4 100
5   5 100
6   6 100
7   7 100
8   8 100
9   9 100
10   10 100

11   1 110
12   2 110
13   3 110
14   4 110
15   5 110
16   6 110
17   7 110
18   8 110
19   9 110
20   10 110

21   1 210
22   2 210
23   3 210
24   4 210
25   5 210
26   6 210
27   7 210
28   8 210
29   9 210
30   10 210

31   1 120
32   2 120
33   3 120
34   4 120
35   5 120
36   6 120
37   7 120
38   8 120
39   9 120
40   10 120

41   1 101
42   2 101
43   3 101
44   4 101
45   5 101
46   6 101
47   7 101
48   8 101
49   9 101
50   10 101

51   1 201
52   2 201
53   3 201
54   4 201
55   5 201
56   6 201
57   7 201
58   8 201
59   9 201
60   10 201

61   1 111
62   2 111
63   3 111
64   4 111
65   5 111
66   6 111
67   7 111
68   8 111
69   9 111
70   10 111

71   1 211
72   2 211
73   3 211
74   4 211
75   5 211
76   6 211
77   7 211
78   8 211
79   9 211
80   10 211

81   1 311
82   2 311
83   3 311
84   4 311
85   5 311
86   6 311
87   7 311
88   8 311
89   9 311
90   10 311

91   1 121
92   2 121
93   3 121
94   4 121
95   5 121
96   6 121
97   7 121
98   8 121
99   9 121
100   10 121

101   1 221
102   2 221
103   3 221
104   4 221
105   5 221
106   6 221
107   7 221
108   8 221
109   9 221
110   10 221

111   1 131
112   2 131
113   3 131
114   4 131
115   5 131
116   6 131
117   7 131
118   8 131
119   9 131
120   10 131

121   1 331
122   2 331
123   3 331
124   4 331
125   5 331
126   6 331
127   7 331
128   8 331
129   9 331
130   10 331

131   1 102
132   2 102
133   3 102
134   4 102
135   5 102
136   6 102
137   7 102
138   8 102
139   9 102
140   10 102

141   1 112
142   2 112
143   3 112
144   4 112
145   5 112
146   6 112
147   7 112
148   8 112
149   9 112
150   10 112

151   1 212
152   2 212
153   3 212
154   4 212
155   5 212
156   6 212
157   7 212
158   8 212
159   9 212
160   10 212

161   1 122
162   2 122
163   3 122
164   4 122
165   5 122
166   6 122
167   7 122
168   8 122
169   9 122
170   10 122

#170 operators generated.
#Correlation matrix eigenvalues: 
-2.2509366590968181e-16
-1.8163372787947175e-16
-1.5545087334938249e-16
-1.0979758949086562e-16
-1.0201281144943428e-16
-9.2423874349856808e-17
-8.7353461747592958e-17
-7.3124767320449401e-17
-7.0844294544329104e-17
-7.0025708672128394e-17
-6.7792706902475995e-17
-6.3386904940278196e-17
-6.2584951261931429e-17
-6.1538818790910401e-17
-5.9498145490819956e-17
-5.6348669951248259e-17
-5.294875186243652e-17
-5.0178072077116972e-17
-4.6799982666402302e-17
-4.5882102405481808e-17
-4.527583653572612e-17
-4.3221076486021322e-17
-4.1121300493794624e-17
-3.8790116410318915e-17
-3.7502742970525281e-17
-3.4142173977536274e-17
-3.378597328060229e-17
-3.2391847023905737e-17
-3.213689533299955e-17
-3.0442898459762293e-17
-2.8788828450649168e-17
-2.8749447301681915e-17
-2.7557607182738174e-17
-2.5685882323041782e-17
-2.5581167897379545e-17
-2.3095444480792551e-17
-2.2707236868013661e-17
-2.2386557172008752e-17
-2.2170853099523206e-17
-1.8758900672027289e-17
-1.814020836807764e-17
-1.6405588508085866e-17
-1.5363929109600034e-17
-1.4374301714512774e-17
-1.3893531044405353e-17
-1.3853372122235088e-17
-1.0729020496459526e-17
-1.0027113168982644e-17
-9.2567108136399745e-18
-8.6853408934680121e-18
-8.0278133471743667e-18
-6.7549721682213221e-18
-6.2474282092708873e-18
-5.8567107297002404e-18
-5.0361476490300657e-18
-2.7180311258462672e-18
-2.2290993785354512e-18
-9.3210728138894005e-19
-4.819984654017794e-19
-4.2036261326989501e-19
9.0481509028234558e-20
8.0278766083432445e-19
2.4815241375735063e-18
3.6342819311147617e-18
3.9562242512906264e-18
4.4481475836744563e-18
5.8444186130989877e-18
7.0436963630525758e-18
8.7135224856066624e-18
9.4377100264032947e-18
1.0552089598364232e-17
1.1531846946633788e-17
1.1821089810674019e-17
1.2596480982897768e-17
1.4083025533577973e-17
1.5644143899011985e-17
1.7856149609040605e-17
1.8409493567732882e-17
1.8559713289372897e-17
1.9227630044160407e-17
2.0101415902313568e-17
2.032603412858984e-17
2.3513237134712049e-17
2.4882982341622106e-17
2.5916085275529879e-17
2.6795212106096237e-17
2.7786884567511826e-17
3.2867688901849329e-17
3.2994688569333893e-17
3.5724933380975137e-17
3.6225551026211876e-17
3.6367350810237195e-17
3.8130272101027819e-17
3.854937063974065e-17
4.0084958977338241e-17
4.21745824985374e-17
4.452729752705897e-17
4.7932347982802108e-17
5.022890011727134e-17
5.0880688862269192e-17
5.1052953890345951e-17
